Season,Lg,Team,W,L,W/L%,Finish,SRS,Pace,Rel_Pace,ORtg,Rel_ORtg,DRtg,Rel_DRtg,Playoffs,Coaches,Top WS
1990-91,NBA,Utah Jazz*,54,28,.659,2,3.18,95.3,-2.5,108.6,0.7,105.1,-2.8,Lost W. Conf. Semis,J. Sloan (54-28),K. Malone (15.5)
1989-90,NBA,Utah Jazz*,55,27,.671,2,4.82,96.1,-2.2,110.3,2.2,105.4,-2.7,Lost W. Conf. 1st Rnd.,J. Sloan (55-27),K. Malone (15.9)
1988-89,NBA,Utah Jazz*,51,31,.622,1,4.01,98.0,-2.6,106.6,-1.2,101.5,-6.3,Lost W. Conf. 1st Rnd.,F. Layden (11-6) J. Sloan (40-25),J. Stockton (15.6)
1987-88,NBA,Utah Jazz*,47,35,.573,3,2.96,101.5,1.9,106.8,-1.2,103.1,-4.9,Lost W. Conf. Semis,F. Layden (47-35),J. Stockton (14.1)
1986-87,NBA,Utah Jazz*,44,38,.537,2,0.04,103.2,2.4,104.1,-4.2,103.7,-4.6,Lost W. Conf. 1st Rnd.,F. Layden (44-38),K. Malone (6.9)
1985-86,NBA,Utah Jazz*,42,40,.512,4,-0.67,103.3,1.2,104.2,-3.0,104.6,-2.6,Lost W. Conf. 1st Rnd.,F. Layden (42-40),A. Dantley (12.8)
1984-85,NBA,Utah Jazz*,41,41,.500,4,-0.33,105.1,3.0,103.3,-4.6,103.4,-4.5,Lost W. Conf. Semis,F. Layden (41-41),A. Dantley (8.0)
1983-84,NBA,Utah Jazz*,45,37,.549,1,0.81,104.9,3.5,109.0,1.4,108.0,0.4,Lost W. Conf. Semis,F. Layden (45-37),A. Dantley (14.6)
1982-83,NBA,Utah Jazz,30,52,.366,5,-4.22,107.3,4.2,101.2,-3.5,105.1,0.4,,F. Layden (30-52),R. Green (6.6)
1981-82,NBA,Utah Jazz,25,57,.305,6,-5.63,103.9,3.0,106.2,-0.7,111.7,4.8,,T. Nissalke (8-12) F. Layden (17-45),A. Dantley (12.6)
1980-81,NBA,Utah Jazz,28,54,.341,5,-5.99,97.7,-4.1,103.4,-2.1,109.4,3.9,,T. Nissalke (28-54),A. Dantley (13.6)
1979-80,NBA,Utah Jazz,24,58,.293,5,-5.71,97.6,-5.5,104.2,-1.1,110.4,5.1,,T. Nissalke (24-58),A. Dantley (10.5)
1978-79,NBA,New Orleans Jazz,26,56,.317,6,-5.97,108.6,2.8,99.6,-4.2,105.4,1.6,,E. Baylor (26-56),R. Kelley (8.6)
1977-78,NBA,New Orleans Jazz,39,43,.476,5,-1.80,108.3,1.6,98.9,-2.0,100.6,-0.3,,E. Baylor (39-43),T. Robinson (6.5)
1976-77,NBA,New Orleans Jazz,35,47,.427,5,-2.68,107.2,0.7,97.0,-2.5,99.7,0.2,,B. Van Breda Kolff (14-12) E. Baylor (21-35),P. Maravich (6.4)
1975-76,NBA,New Orleans Jazz,38,44,.463,4,-0.74,106.7,1.2,96.6,-1.7,97.4,-0.9,,B. Van Breda Kolff (38-44),P. Maravich (7.1)
1974-75,NBA,New Orleans Jazz,23,59,.280,5,-7.30,109.4,4.9,92.5,-5.2,99.7,2.0,,S. Robertson (1-14) E. Baylor (0-1) B. Van Breda Kolff (22-44),P. Maravich (3.9)
