Season,Lg,Tm,W,L,Finish,,Age,Ht.,Wt.,,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1978-79,NBA,CHI,31,51,5,,26.2,6-7,203,,82,19780,3478,7108,.489,,,,3478,7108,.489,1632,2184,.747,1224,2544,3768,2169,576,324,1813,1970,8588
1977-78,NBA,CHI,40,42,3,,26.5,6-6,201,,82,19755,3330,7041,.473,,,,3330,7041,.473,1863,2471,.754,1248,2577,3825,2119,665,322,1667,1930,8523
1976-77,NBA,CHI,44,38,3,,26.1,6-6,204,,82,19805,3249,7186,.452,,,,3249,7186,.452,1613,2159,.747,1292,2705,3997,1989,699,364,1552,1871,8111
1975-76,NBA,CHI,24,58,4,,27.4,6-6,203,,82,19780,3106,7499,.414,,,,3106,7499,.414,1651,2197,.751,1375,2726,4101,1704,627,255,1413,1977,7863
Season,Lg,Tm,W,L,Finish,,Age,Ht.,Wt.,,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1974-75,NBA,CHI,47,35,1,,30.2,6-6,204,,82,19880,3167,7085,.447,,,,3167,7085,.447,1711,2203,.777,1107,2786,3893,1840,668,379,1482,1952,8045
1973-74,NBA,CHI,54,28,2,,28.7,6-5,206,,82,19780,3292,7378,.446,,,,3292,7378,.446,1784,2314,.771,1143,2616,3759,1868,764,316,1690,1874,8368
1972-73,NBA,CHI,51,31,2,,27.7,6-5,205,,82,19805,3480,7835,.444,,,,3480,7835,.444,1574,2073,.759,,,4000,2023,,,,1881,8534
1971-72,NBA,CHI,57,25,2,,27.5,6-5,207,,82,19780,3539,7853,.451,,,,3539,7853,.451,2039,2700,.755,,,4371,2087,,,,1964,9117
1970-71,NBA,CHI,51,31,2,,27.4,6-6,207,,82,19755,3460,7660,.452,,,,3460,7660,.452,2150,2721,.790,,,4325,2142,,,,1797,9070
1969-70,NBA,CHI,39,43,4,,26.3,6-6,211,,82,19880,3607,8133,.444,,,,3607,8133,.444,2209,2861,.772,,,4383,2133,,,,1863,9423
1968-69,NBA,CHI,33,49,5,,25.7,6-6,213,,82,19755,3355,8021,.418,,,,3355,8021,.418,1877,2577,.728,,,4550,1597,,,,2064,8587
1967-68,NBA,CHI,29,53,4,,25.3,6-5,207,,82,19805,3488,8138,.429,,,,3488,8138,.429,2006,2718,.738,,,5117,1527,,,,2130,8982
1966-67,NBA,CHI,33,48,4,,25.6,6-5,207,,81,19490,3565,8505,.419,,,,3565,8505,.419,2037,2784,.732,,,5295,1827,,,,2205,9167
