2014-15,23,TOT,NBA,C,41,18,16.4,1.9,3.4,.551,0.0,0.0,.000,1.9,3.3,.555,0.8,1.6,.516,2.1,3.0,5.1,0.5,0.2,0.2,0.9,2.3,4.5
2014-15,23,HOU,NBA,C,25,12,15.7,1.8,3.3,.542,0.0,0.0,.000,1.8,3.3,.549,0.6,1.2,.517,2.3,2.8,5.1,0.3,0.2,0.1,0.8,2.2,4.2
2014-15,23,LAL,NBA,C,16,6,17.6,1.9,3.4,.564,0.0,0.0,,1.9,3.4,.564,1.1,2.2,.514,1.8,3.4,5.3,0.9,0.3,0.4,1.0,2.3,5.0
Career,,,NBA,,41,18,16.4,1.9,3.4,.551,0.0,0.0,.000,1.9,3.3,.555,0.8,1.6,.516,2.1,3.0,5.1,0.5,0.2,0.2,0.9,2.3,4.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 season,,HOU,NBA,,25,12,15.7,1.8,3.3,.542,0.0,0.0,.000,1.8,3.3,.549,0.6,1.2,.517,2.3,2.8,5.1,0.3,0.2,0.1,0.8,2.2,4.2
1 season,,LAL,NBA,,16,6,17.6,1.9,3.4,.564,0.0,0.0,,1.9,3.4,.564,1.1,2.2,.514,1.8,3.4,5.3,0.9,0.3,0.4,1.0,2.3,5.0
