2014-15,24,LAC,NBA,SG,14,0,5.4,1.0,2.1,.483,0.4,1.0,.357,0.6,1.1,.600,0.1,0.1,1.000,0.1,0.3,0.4,0.4,0.1,0.0,0.3,0.4,2.5
Career,,,NBA,,14,0,5.4,1.0,2.1,.483,0.4,1.0,.357,0.6,1.1,.600,0.1,0.1,1.000,0.1,0.3,0.4,0.4,0.1,0.0,0.3,0.4,2.5
