2013-14,24,MIN,NBA,C,60,15,818,113,227,.498,1,1,1.000,112,226,.496,.500,59,93,.634,103,197,300,39,30,50,54,108,286
2014-15,25,MIN,NBA,C,60,39,1748,204,414,.493,1,5,.200,203,409,.496,.494,157,200,.785,199,315,514,119,56,97,98,149,566
Career,,,NBA,,120,54,2566,317,641,.495,2,6,.333,315,635,.496,.496,216,293,.737,302,512,814,158,86,147,152,257,852
