2007-08,20,MEM,NBA,PG,53,46,1381,189,442,.428,30,91,.330,159,351,.453,.462,90,123,.732,21,118,139,222,44,2,89,85,498
2008-09,21,MEM,NBA,PG,82,61,2508,323,730,.442,88,217,.406,235,513,.458,.503,161,197,.817,25,251,276,354,90,8,143,146,895
2009-10,22,MEM,NBA,PG,80,80,2569,369,830,.445,82,212,.387,287,618,.464,.494,139,187,.743,30,161,191,425,109,12,170,178,959
2010-11,23,MEM,NBA,PG,81,81,2872,423,953,.444,80,217,.369,343,736,.466,.486,181,247,.733,32,215,247,528,144,18,176,182,1107
2011-12,24,MEM,NBA,PG,62,61,2174,296,684,.433,60,159,.377,236,525,.450,.477,136,158,.861,22,134,156,404,136,11,125,133,788
2012-13,25,MEM,NBA,PG,80,80,2757,414,940,.440,106,293,.362,308,647,.476,.497,234,282,.830,43,182,225,487,174,24,189,171,1168
2013-14,26,MEM,NBA,PG,73,73,2446,463,1030,.450,105,291,.361,358,739,.484,.500,225,276,.815,41,172,213,441,110,13,150,141,1256
2014-15,27,MEM,NBA,PG,56,56,1782,326,729,.447,85,217,.392,241,512,.471,.505,183,211,.867,26,150,176,298,70,8,127,111,920
Career,,,NBA,,567,538,18489,2803,6338,.442,636,1697,.375,2167,4641,.467,.492,1349,1681,.802,240,1383,1623,3159,877,96,1169,1147,7591
