2013-14,20,CLE,NBA,SF,52,0,663,80,225,.356,13,53,.245,67,172,.390,.384,44,69,.638,49,106,155,17,21,8,47,93,217
2014-15,21,MIN,NBA,PF,53,3,840,115,275,.418,5,17,.294,110,258,.426,.427,39,62,.629,47,155,202,43,23,16,31,82,274
Career,,,NBA,,105,3,1503,195,500,.390,18,70,.257,177,430,.412,.408,83,131,.634,96,261,357,60,44,24,78,175,491
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 season,,MIN,NBA,,53,3,840,115,275,.418,5,17,.294,110,258,.426,.427,39,62,.629,47,155,202,43,23,16,31,82,274
1 season,,CLE,NBA,,52,0,663,80,225,.356,13,53,.245,67,172,.390,.384,44,69,.638,49,106,155,17,21,8,47,93,217
